Category,Threat,Platform,Severity,Keywords,Description,Mitigation,Code Good,Code Bad,OWASP Ref,Reference URL
Code,React Native Hermes Bytecode Protection,React Native,High,hermes bytecode hbc hbcdump obfuscation reverse engineering react native javascript bundle decompile,Hermes bytecode is harder to read than plain JS but can be disassembled with hbcdump revealing function names and string literals,Enable Hermes for baseline protection; add JS obfuscation before Hermes compilation; strip debug info; enable ProGuard for Android native layer,metro.config.js: transformer: { babelTransformerPath: 'react-native-obfuscating-transformer' }; hermesEnabled: true; minifyEnabled: true,hermesEnabled: true with no additional obfuscation; string literals and function names readable via hbcdump,M9 - Reverse Engineering,https://reactnative.dev/docs/hermes
Platform,React Native Bridge Security,React Native,High,react native bridge native module turbomodule validation injection javascript interface method authorization,Native modules via bridge or TurboModules callable from any JS code including injected scripts; without validation sensitive operations exploitable,Validate all arguments in native module methods; implement authorization checks; restrict access using package-private visibility; use typed codegen,@ReactMethod fun encryptData(data: String promise: Promise) { if (data.isEmpty()) promise.reject('INVALID'); verifyCallerContext(); promise.resolve(encrypt(data)) },@ReactMethod fun executeQuery(sql: String promise: Promise) { promise.resolve(db.rawQuery(sql)) } // SQL injection; no validation,M1 - Improper Platform Usage,https://reactnative.dev/docs/native-modules-android
Supply Chain,React Native CodePush Integrity,React Native,Critical,codepush ota update integrity signing verification react native appcenter bundle tamper supply chain code signing,CodePush OTA updates without integrity verification allow MITM attackers to distribute malicious code bypassing platform review,Enable CodePush code signing with asymmetric keys; verify bundle signatures before applying; implement rollback; restrict to non-security changes,CodePush.sync({ deploymentKey: PRODUCTION_KEY } codePushOptions: { publicKey: PUBLIC_KEY_FOR_VERIFICATION }); // signed releases only,CodePush.sync({ installMode: InstallMode.IMMEDIATE }); // no code signing; accepts any bundle from server,M8 - Code Tampering,https://github.com/microsoft/react-native-code-push
Network,React Native SSL Pinning,React Native,Critical,react-native-ssl-pinning certificate pinning https mitm fetch networking trustkit react native,React Native default fetch does not support certificate pinning making all API communication vulnerable to MITM attacks,Use react-native-ssl-pinning; pin public keys not certificates; include backup pins; test with Charles proxy to verify,import { fetch } from 'react-native-ssl-pinning'; fetch(url { sslPinning: { certs: ['api-cert'] } headers: { Authorization: 'Bearer ' + token } }),fetch('https://api.example.com/data'); // default fetch; no pinning; MITM with user-installed cert succeeds,M3 - Insecure Communication,https://github.com/nicutor/react-native-ssl-pinning
Data Storage,React Native MMKV Encrypted Storage,React Native,High,react-native-mmkv asyncstorage encrypted storage sensitive token session encryption key keychain,AsyncStorage stores data in unencrypted SQLite/plist; react-native-mmkv without encryption is plaintext binary format,Use react-native-mmkv with encryption enabled; derive key from Keychain via react-native-keychain; separate instances for sensitive data,const encryptionKey = await Keychain.getGenericPassword({service: 'mmkv-key'}); new MMKV({id: 'secure' encryptionKey: key}),AsyncStorage.setItem('auth_token' jwt); // unencrypted SQLite on Android; readable on rooted device,M2 - Insecure Data Storage,https://github.com/mrousavy/react-native-mmkv
Deep Link,React Native Deep Linking Security,React Native,High,react native deep link react-navigation linking universal links app links url scheme validation parameter,React Navigation linking mapping URL parameters to screen props without validation allows parameter injection and auth bypass,Validate all deep link parameters in screen components; implement auth middleware; use Universal Links over custom schemes,linking: { config: { screens: { Public: 'invite/:code' } } }; // validate code in screen; auth middleware for protected routes,linking: { config: { screens: { Payment: 'pay/:amount/:to' Settings: 'settings' } } }; // payment deep linkable without auth,M1 - Improper Platform Usage,https://reactnavigation.org/docs/deep-linking
Platform,React Native Screenshot Prevention,React Native,Medium,react native screenshot prevention screen capture recording flag_secure ios blur banking sensitive,React Native has no built-in screenshot prevention; sensitive screens capturable via screenshots and screen recording,Android: FLAG_SECURE via native module; iOS: blur overlay in applicationWillResignActive; use react-native-prevent-screenshot,Android: getWindow().setFlags(FLAG_SECURE); RN: import { disableScreenCapture } from 'react-native-prevent-screenshot',No screenshot protection; account balances visible in task switcher; screen recording captures OTP codes,M2 - Insecure Data Storage,
Code,React Native Root Jailbreak Detection,React Native,High,react native root jailbreak detection jail-monkey rooted compromised device magisk cydia frida hook,React Native apps on rooted/jailbroken devices face runtime manipulation via Frida and SSL pinning bypass,Use jail-monkey with multiple detection signals; check isJailBroken canMockLocation hookDetected isDebuggedMode; server-side verification,if (JailMonkey.isJailBroken() || JailMonkey.hookDetected() || JailMonkey.isDebuggedMode()) { showSecurityWarning(); restrictFeatures() },No device integrity checks; banking app on rooted Magisk device; Frida freely hooks JS bridge calls,M8 - Code Tampering,https://github.com/nicuorN5/jail-monkey
Code,React Native Environment Variables Exposure,React Native,High,react-native-config dotenv environment variable api key secret .env bundle metro javascript embedded,react-native-config injects .env values into JS bundle where they are readable in Hermes bytecode or extracted from APK,Use react-native-config only for non-sensitive config; never store API secrets in .env; proxy sensitive calls through backend; gitignore .env files,.env.production: API_BASE_URL=https://api.myapp.com; ENV=production; // secrets server-side; .env* in .gitignore,.env: STRIPE_SECRET_KEY=sk_live_abc123; FIREBASE_ADMIN_KEY=AIza...; // extractable from JS bundle; committed to git,M2 - Insecure Data Storage,https://github.com/luggit/react-native-config
Logging,React Native Flipper Production Removal,React Native,High,react native flipper debug production remove network inspector layout database facebook soloader,Flipper in production exposes network traffic database contents SharedPreferences and layout tree; increases APK size and attack surface,Remove Flipper from production builds; use release variants that exclude Flipper; remove from build.gradle and MainApplication; use __DEV__ check,if (project.hasProperty('enableFlipper')) { debugImplementation('com.facebook.flipper:...') }; // or remove for RN 0.73+,implementation('com.facebook.flipper:flipper') in all build variants; Flipper inspects production data,M10 - Extraneous Functionality,https://reactnative.dev/docs/debugging
Code,React Native Metro Bundler Security,React Native,High,react native metro bundler development server exposed port 8081 source map network hot reload remote debug,Metro bundler on port 8081 serves full JS bundle and source maps; accessible on shared network; production must never connect,Bind Metro to localhost only; disable dev mode in release; ensure __DEV__=false in production; remove source maps; disable remote debugging,metro.config.js: server: { port: 8081 host: '127.0.0.1' }; release: __DEV__=false; no source maps; no remote debug,Metro on 0.0.0.0:8081; source maps in APK; __DEV__ checks bypassed in production,M10 - Extraneous Functionality,https://metrobundler.dev/
Supply Chain,React Native Expo Security,React Native,High,react native expo eas update ota managed workflow secure store expo-crypto third party sdk permissions,Expo managed workflow abstracts native code reducing security control; expo-updates pushes JS OTA without review; expo-secure-store varies from react-native-keychain,Use expo-secure-store with WHEN_UNLOCKED_THIS_DEVICE_ONLY; enable EAS Update code signing; audit SDK permissions; eject for apps requiring native security modules,SecureStore.setItemAsync('token' jwt { keychainAccessible: WHEN_UNLOCKED_THIS_DEVICE_ONLY }); EAS Update with code signing,SecureStore.setItemAsync('token' jwt); // default accessibility; no EAS code signing; managed workflow for banking app,M8 - Code Tampering,https://docs.expo.dev/guides/overview/
Code,React Native JSI Memory Access Risks,React Native,Medium,react native reanimated jsi javascript interface direct memory native host objects turbomodules c++ unsafe pointer,JSI provides direct C++ memory access from JavaScript bypassing bridge; malicious JS could exploit JSI bindings for memory access,Audit all JSI host object bindings; validate inputs in C++ host functions; avoid exposing filesystem or crypto via JSI without authorization,jsi::Value secureRead(runtime key) { if (!isAllowedKey(key)) throw jsi::JSError('Unauthorized'); return readSecure(key); },jsi::Value readFile(runtime path) { return readFileContents(path); } // arbitrary file read from JS,M7 - Client Code Quality,https://docs.swmansion.com/react-native-reanimated/
Data Storage,React Native Clipboard Security,React Native,Medium,react native clipboard copy paste sensitive password otp token @react-native-clipboard/clipboard secure input,Clipboard.setString() places sensitive data on system clipboard accessible to all apps; persists indefinitely,Auto-clear clipboard after timeout; use secureTextEntry for passwords; provide custom copy with 30-second expiry,const copyOTP = async (otp) => { await Clipboard.setString(otp); setTimeout(() => Clipboard.setString('') 30000); },Clipboard.setString(authToken); // token on clipboard forever; <TextInput value={password} /> // no secureTextEntry,M2 - Insecure Data Storage,https://github.com/react-native-clipboard/clipboard
Network,React Native Secure Network Configuration,React Native,High,react native network fetch interceptor axios authorization header logging sensitive production debug configuration,Axios interceptors logging full request/response with tokens persist in production; missing network_security_config and ATS review,Conditionally add logging with __DEV__; configure Android network_security_config; audit iOS ATS exceptions; redact auth headers,if (__DEV__) { axios.interceptors.request.use(req => { console.log(req.url); return req; }); }; // cleartextTrafficPermitted=false,axios.interceptors.request.use(req => { console.log(JSON.stringify(req)); }); // logs auth headers in production,M3 - Insecure Communication,https://reactnative.dev/docs/network
Platform,React Native Background State Security,React Native,Medium,react native background appstate blur overlay task switcher sensitive screen ios android lifecycle snapshot,React Native app in background shows sensitive content in task switcher to anyone with physical device access,Listen to AppState changes; show blur overlay on background/inactive; FLAG_SECURE on Android; react-native-privacy-snapshot,AppState.addEventListener('change' state => { if (state === 'background') setShowOverlay(true); else setShowOverlay(false); }),No AppState handling; banking screen with account balance visible in task switcher,M2 - Insecure Data Storage,https://reactnative.dev/docs/appstate
Security Testing,MobSF Automated Security Analysis,All,High,mobsf mobile security framework automated analysis static dynamic apk ipa vulnerability scanner,No automated security analysis of mobile binaries; vulnerabilities found only in manual review or production incidents,Run MobSF static analysis on APK/IPA in CI pipeline; fix critical/high findings before release; track findings over time,MobSF CI: mobsf-cli --scan apk --threshold high; zero critical findings; weekly dynamic analysis on staging,No automated security scanning; ship APK without any binary analysis; vulnerabilities discovered by attackers,M7 - Client Code Quality,https://github.com/MobSF/Mobile-Security-Framework-MobSF
Security Testing,Objection Runtime Exploration,All,High,objection runtime exploration frida mobile security testing hooking patching bypass ssl pinning ios android,Mobile app not tested for runtime manipulation resistance; attackers can use Objection to bypass security controls,Test app with Objection to verify: SSL pinning holds; root detection works; encryption is proper; implement counter-measures,Objection testing validates: SSL pinning resists bypass; root detection triggers; RASP detects Frida; encryption keys in Keystore,App fully exploitable via Objection; SSL pinning bypassed; root detection disabled; encryption keys extracted from memory,M8 - Code Tampering,https://github.com/sensepost/objection
Security Testing,QARK Android Security Analysis,Android,High,qark quick android review kit static analysis vulnerability exported component permissions manifest,Android app not tested with static analysis tools for common vulnerabilities like exported components and permissions,Run QARK analysis on APK; review exported components; check permissions; identify hardcoded credentials; fix findings,QARK scan: zero critical findings; all exported components reviewed; permissions minimized; no hardcoded credentials,No static analysis; exported activities with sensitive data; excessive permissions; hardcoded API keys,M7 - Client Code Quality,https://github.com/linkedin/qark
Security Testing,Drozer Android Security Testing,Android,High,drozer android security testing framework ipc content provider activity service broadcast exploit,Android IPC components (Activities Services ContentProviders BroadcastReceivers) not tested for security vulnerabilities,Use Drozer to enumerate attack surface; test exported components; check content provider SQL injection; verify permission enforcement,Drozer: run app.package.attacksurface; run app.provider.query; verify no SQL injection; permissions enforced on all exports,No IPC security testing; content provider allows SQL injection; exported activities handle sensitive data without permissions,M1 - Improper Platform Usage,https://github.com/WithSecureLabs/drozer
Security Testing,Burp Suite Mobile Traffic Interception,All,High,burp suite mobile proxy traffic interception api testing certificate android ios mitm pentest,Mobile API communication not tested for MITM vulnerabilities; no verification that pinning and encryption work correctly,Configure Burp proxy for mobile testing; verify SSL pinning blocks interception; test API auth; check for sensitive data in traffic,Burp testing: SSL pinning blocks proxy; tokens in Authorization header only; no PII in URLs; HSTS enforced,No interception testing; tokens in URL params; PII in GET parameters; SSL pinning absent; API accepts replayed requests,M3 - Insecure Communication,https://portswigger.net/burp/documentation/desktop/mobile
Security Testing,OWASP ZAP Mobile API Testing,All,High,owasp zap zaproxy mobile api testing automated scanner vulnerability injection authentication,Mobile backend APIs not tested with automated security scanners for injection authentication and configuration flaws,Configure OWASP ZAP as proxy; run automated scan against API endpoints; test auth flows; fix findings in CI/CD,ZAP automated scan in CI against staging; zero high/critical findings; authentication tested; injection scanner passes,No automated API security testing; SQL injection in API; broken authentication; CORS misconfigured,M3 - Insecure Communication,https://www.zaproxy.org/docs/docker/api-scan/
Security Testing,APKTool Reverse Engineering Resistance,Android,High,apktool reverse engineering decompile smali resources apk decode repackage tamper detection resistance,APK not tested against reverse engineering; app logic and resources trivially extractable and repackageable with APKTool,Test APK with APKTool to verify obfuscation effectiveness; ensure resources protected; verify anti-tamper and repackaging detection,APKTool decode shows obfuscated classes; encrypted strings; resource obfuscation; app detects repackaged APK,APKTool reveals all class names; readable strings with API keys; repackaged APK runs normally,M9 - Reverse Engineering,https://apktool.org/
Security Testing,Binary Analysis Protection Ghidra,All,High,ghidra ida binary analysis reverse engineering native code so library disassembly decompile protection,Native libraries not tested against binary analysis tools; algorithms and keys extractable via disassembly,Test native code with Ghidra/IDA; verify control flow obfuscation; symbol stripping; anti-disassembly; string encryption,Ghidra: obfuscated control flow; no readable symbols; encrypted strings; anti-debug traps; opaque predicates,Native .so fully decompilable; function names readable; API keys as plain strings; no anti-disassembly,M9 - Reverse Engineering,https://ghidra-sre.org/
AI Security,Unencrypted ML Model Assets,All,High,ml model encryption tflite coreml onnx on-device ai model theft intellectual property protection asset,TFLite CoreML or ONNX models shipped as plaintext assets in APK/IPA allowing extraction and theft of proprietary AI models,Encrypt model files at rest; decrypt into memory at runtime; use hardware-backed keys; verify model integrity before loading,Model encrypted AES-256-GCM; key from Keystore; decrypted to memory-mapped buffer; SHA-256 integrity verified; cleared after use,model.tflite as plaintext asset in APK; extractable with unzip; no integrity verification; proprietary model freely copyable,M2 - Insecure Data Storage,https://www.tensorflow.org/lite/guide/inference
AI Security,ML Model Inference Data Leakage,All,High,ml model inference privacy data leakage membership inference model inversion side channel prediction,On-device ML model leaking training data through inference outputs via membership inference or model inversion attacks,Apply differential privacy to outputs; limit confidence scores; use output perturbation; restrict inference API access,Model outputs rounded to 2 decimals; no raw logits exposed; differential privacy noise added; rate-limited inference,Raw model logits and confidence scores exposed; unlimited inference calls; training data recoverable via inversion,M2 - Insecure Data Storage,
AI Security,Adversarial ML Input Attacks,All,High,adversarial input attack ml model evasion perturbation robustness validation on-device ai classification,On-device ML model vulnerable to adversarial inputs crafted to cause misclassification or bypass security controls,Validate input bounds and distribution; implement preprocessing and anomaly detection; use adversarial training; ensemble verification,Input validated against expected distribution; preprocessing normalizes; ensemble cross-validates; anomaly score rejects adversarial,Raw input fed directly to model; single model for security classification; no input validation,M4 - Insufficient Input/Output Validation,https://atlas.mitre.org/techniques/AML.T0043
AI Security,Mobile AI Prompt Injection Prevention,All,Critical,prompt injection ai llm mobile app chatbot manipulation jailbreak system prompt extraction guardrails,Mobile apps with AI chatbot features vulnerable to prompt injection system prompt extraction and jailbreaking via user input,Sanitize user input before LLM; use guardrails and output filtering; separate system/user prompts; implement content moderation; no secrets in prompts,Input sanitization layer; output guardrails; system prompt isolated; no secrets in prompts; content moderation before display,User input concatenated into LLM prompt; system prompt with API keys; no output filtering; raw LLM output displayed,M4 - Insufficient Input/Output Validation,https://owasp.org/www-project-top-10-for-large-language-model-applications/
AI Security,Federated Learning Data Exposure,All,High,federated learning privacy gradient leakage model update aggregation differential privacy mobile training,Federated learning leaking user data through gradient updates; model poisoning via compromised devices,Apply secure aggregation; add differential privacy to gradients; verify model updates; clip gradients; Byzantine-fault-tolerant aggregation,Secure aggregation with differential privacy epsilon<1; gradient clipping; server validates norms; Byzantine-tolerant aggregation,Raw gradient updates sent to server; no differential privacy; no clipping; any device pushes arbitrary updates,M3 - Insecure Communication,
AI Security,ML Model Integrity Verification,All,Critical,ml model integrity verification checksum signature tamper detection hash on-device ai validation replacement,On-device ML model replaced or tampered to produce malicious predictions bypassing content filters or fraud detection,Sign models with developer key; verify signature before loading; store hash in secure storage; detect modifications at runtime,Model signed Ed25519; signature verified from Keystore public key; SHA-256 hash checked; tampered model rejected,Model loaded without integrity check; attacker replaces model.tflite in repackaged APK; fraud detection bypassed,M8 - Code Tampering,
Architecture,Zero-Trust Architecture for Mobile,All,Critical,zero trust architecture mobile never trust always verify least privilege micro-perimeter continuous validation,Mobile app implicitly trusts network or device state granting full access after initial authentication without continuous verification,Verify every request; least-privilege access; continuous device posture assessment; micro-segmented API access; short-lived tokens; mutual TLS,Every API call verified with short-lived token + device attestation + risk score; least-privilege scopes; mTLS; continuous posture check,Single login grants full API access; long-lived token; no device verification; network-based trust,M4 - Insecure Authentication,https://www.nist.gov/publications/zero-trust-architecture
Architecture,Mutual Authentication Patterns,All,High,mutual authentication mtls client certificate two-way tls bidirectional identity verification device,Server authenticates to client via TLS but client identity not verified; any HTTP client can call APIs pretending to be the app,Implement mutual TLS with client certificates per-device; rotate certificates; validate client cert chain server-side; combine with attestation,Client cert from Keystore; mTLS handshake; server validates client cert chain + app attestation; cert rotation every 90 days,Server-only TLS; any HTTP client (curl Postman) calls all APIs; no client identity beyond bearer token,M3 - Insecure Communication,https://developer.android.com/privacy-and-security/security-ssl
Architecture,Device Trust Assessment,All,High,device trust assessment posture integrity rooted jailbroken emulator compromised risk scoring attestation,App does not assess device trust level allowing access from rooted jailbroken or emulated devices without restrictions,Implement device trust scoring: check root/jailbreak emulator debugger hooking frameworks OS version patch level; use Play Integrity/App Attest,Device trust score from root + emulator + debugger + patch level + integrity API; high-risk devices restricted; server validates,No device assessment; banking app functional on rooted emulator with Frida and outdated OS,M1 - Improper Platform Usage,https://developer.android.com/google/play/integrity
Architecture,Continuous Authentication Behavioral,All,Medium,continuous authentication behavioral biometrics typing pattern gait touch gesture session verification risk adaptive,User authenticated once at login; no continuous verification; stolen device with active session grants full access,Implement continuous auth using behavioral biometrics (typing touch navigation); step-up auth on anomaly detection,Behavioral model tracks touch patterns; anomaly triggers step-up biometric auth; session risk score continuously updated,Single login for entire session; no behavioral analysis; stolen device with active session gives full access for hours,M4 - Insecure Authentication,https://pages.nist.gov/800-63-4/sp800-63b.html
Architecture,Micro-Segmentation of Mobile Data,All,High,micro-segmentation data isolation compartmentalization least privilege access control mobile architecture module,Mobile app treats all data with same access level; compromise of one feature exposes all user data and functionality,Segment data by sensitivity; isolate storage per feature; use separate encryption keys per data class; enforce access boundaries,Separate encrypted storage per module (auth payments profile); different Keystore keys per data class; module boundaries enforced,Single SharedPreferences for all data; one encryption key; any module accesses payment data; flat access architecture,M2 - Insecure Data Storage,https://developer.android.com/topic/modularization
Architecture,Defense in Depth Mobile Architecture,All,High,defense in depth layered security multiple barriers mobile architecture redundant controls fail-safe,Mobile app relies on single security control; bypass of one mechanism grants full access to sensitive functionality,Implement multiple independent security layers: network + pinning + attestation + obfuscation + RASP + encrypted storage + server validation,7+ independent layers: TLS + cert pinning + mTLS + RASP + obfuscation + encrypted storage + server validation,Security depends solely on SSL pinning; bypass with Frida grants full API access; no additional layers,M8 - Security Misconfiguration,https://owasp.org/www-project-mobile-app-security/
Compliance,OWASP MASVS v2 Verification,All,High,owasp masvs v2 mobile application security verification standard baseline resilience privacy storage crypto auth,No systematic mobile security verification against OWASP MASVS v2 categories MASVS-STORAGE CRYPTO AUTH NETWORK PLATFORM CODE RESILIENCE PRIVACY,Map all security controls to MASVS v2; use MAS Testing Guide for verification; L1 baseline for all apps; L2 for high-risk; R for resilience,MASVS v2 compliance matrix; all 8 categories verified; L2 for banking; MASTG test cases executed per release,No MASVS mapping; ad-hoc security controls; no verification standard; security gaps unknown until exploited,M8 - Security Misconfiguration,https://mas.owasp.org/MASVS/
Compliance,HIPAA Mobile Health Compliance,All,Critical,hipaa mobile health phi ehr encryption access control audit trail breach notification healthcare protected,Mobile health apps handling PHI not meeting HIPAA Security Rule requirements for encryption access control and audit logging,Encrypt all PHI at rest (AES-256) and in transit (TLS 1.3); implement RBAC; maintain audit trails; session timeout; BAA with cloud providers,PHI encrypted AES-256-GCM; TLS 1.3; RBAC; full audit log; 5-min timeout; BAA with AWS/GCP; annual risk assessment,PHI in plaintext SharedPreferences; no audit logging; no session timeout; no BAA; no breach notification procedure,M2 - Insecure Data Storage,https://www.hhs.gov/hipaa/for-professionals/security/guidance/index.html
Compliance,SOC 2 Mobile Requirements,All,High,soc 2 type ii trust service criteria mobile security availability processing integrity confidentiality privacy,Mobile app development and operations not meeting SOC 2 Trust Service Criteria,Implement controls for access change management incident response encryption monitoring vendor management; document evidence,Access controls documented; PR reviews; incident response plan; encryption at rest/transit; monitoring; vendor reviews,No access documentation; direct commits to main; no incident response; plaintext data; no monitoring; unvetted SDKs,M8 - Security Misconfiguration,
Compliance,NIST Mobile Security Guidelines,All,High,nist sp 800-163 800-124 mobile security vetting guidelines enterprise device management threat assessment,Mobile app not following NIST SP 800-163 (mobile app vetting) or SP 800-124 (mobile device management) guidelines,Follow NIST SP 800-163 for app vetting; implement SP 800-124 device management; use SP 800-157 for mobile PIV,App vetted per NIST 800-163; device management per 800-124; PIV-based auth per 800-157; assessment documented,No structured vetting; no device management policy; no NIST mapping; security assessment ad-hoc or absent,M8 - Security Misconfiguration,https://csrc.nist.gov/publications/detail/sp/800-163/rev-1/final
Compliance,ISO 27001 Mobile Controls,All,High,iso 27001 27002 annex a mobile security controls information security management isms development,Mobile development not aligned with ISO 27001 Annex A controls for secure development access control and cryptography,Map mobile security to ISO 27001 Annex A; secure SDLC per A.14; access control A.9; crypto A.10; maintain ISMS documentation,ISMS includes mobile; secure SDLC; access control policy; crypto documented; regular internal audits; nonconformity tracking,Mobile development outside ISMS; no secure SDLC; no access control policy; crypto not documented; no audit trail,M8 - Security Misconfiguration,https://www.iso.org/standard/27001
Compliance,GDPR Mobile Data Handling,All,Critical,gdpr mobile data protection privacy consent right erasure data portability dpia breach notification processing,Mobile app processing EU user data without GDPR compliance; no lawful basis missing consent no data deletion or portability,Implement lawful basis; granular consent; right to erasure; data portability export; DPIA for high-risk; 72h breach notification,Granular consent per purpose; delete all data on request; export in JSON; DPIA documented; 72h breach notification; DPO designated,Pre-checked consent; no deletion mechanism; no export; no DPIA; no breach notification; data retained indefinitely,M6 - Privacy Violation,https://gdpr.eu/
Threat Modeling,STRIDE Threat Model for Mobile,All,High,stride threat model spoofing tampering repudiation information disclosure denial elevation mobile security,Mobile app developed without structured threat modeling; security risks identified reactively after incidents,Apply STRIDE: Spoofing (auth bypass) Tampering (code mod) Repudiation (no audit) Information Disclosure (leaks) DoS (resource abuse) Elevation (privilege),STRIDE analysis per feature; threat matrix maintained; mitigations mapped; reviewed quarterly; updated with features,No threat model; security risks discovered only through incidents or pen tests; reactive approach,M8 - Security Misconfiguration,https://owasp.org/www-community/Threat_Modeling
Threat Modeling,Attack Surface Mapping Mobile,All,High,attack surface mapping mobile entry point ipc deep link api webview bluetooth nfc exported component,Mobile app attack surface not cataloged; unknown exposed entry points create unmonitored risk,Catalog all entry points: exported components deep links APIs WebViews BLE/NFC intent filters content providers JS bridges,Attack surface inventory 30+ entry points; each reviewed for input validation authorization; updated per release,No attack surface inventory; unknown exported components; unreviewed deep links; forgotten debug endpoints,M1 - Improper Platform Usage,https://owasp.org/www-project-attack-surface-detector/
Threat Modeling,Data Flow Security Analysis,All,High,data flow diagram dfd threat analysis sensitive data transit storage processing trust boundary mobile,Sensitive data flows not mapped; data crosses trust boundaries without encryption validation or access controls,Create DFDs for sensitive data; identify trust boundaries; ensure encryption at every crossing; validate at each stage; classify sensitivity,DFD documents all PII/financial flows; trust boundaries identified; encryption at every boundary; data classified per release,No data flow analysis; PII crosses trust boundaries unencrypted; no data classification scheme,M2 - Insecure Data Storage,https://owasp.org/www-community/Threat_Modeling_Process
Threat Modeling,Third-Party SDK Risk Assessment,All,Critical,third party risk assessment sdk library supply chain vetting permissions data collection privacy policy cve,Third-party SDKs integrated without security risk assessment; unknown data collection excessive permissions potential supply chain compromise,Assess each SDK: review permissions data collection privacy policy update frequency CVEs; conduct binary analysis; monitor behavior,SDK risk matrix scores each library; permissions audited; data collection reviewed; CVE monitoring; quarterly re-assessment,SDKs added based on feature only; no permission review; unknown data collection; outdated versions with CVEs,M6 - Insufficient Supply Chain Security,https://owasp.org/www-project-software-component-verification-standard/
Threat Modeling,Mobile-Specific Threat Vectors,All,High,mobile threat vector side channel physical access shoulder surfing juice jacking evil twin stolen device sim swap,Mobile-specific threats not addressed: side-channel attacks physical access shoulder surfing juice jacking evil twin WiFi SIM swap,FLAG_SECURE against shoulder surfing; USB charging detection; WiFi validation; SIM-independent auth; remote wipe; biometric liveness,FLAG_SECURE on sensitive screens; USB charging warns user; WiFi validated; auth not SIM-dependent; remote wipe; liveness detection,Sensitive data visible; no USB awareness; auto-connects any WiFi; SMS-only 2FA vulnerable to SIM swap; no remote wipe,M1 - Improper Platform Usage,https://owasp.org/www-project-mobile-top-10/
Platform,Android 14 Foreground Service Type Restrictions,Android,High,android 14 foreground service type dataSync camera location mediaPlayback health connectedDevice restriction,Android 14 requires explicit foreground service type declaration; using wrong type or missing declaration causes SecurityException,Declare correct foregroundServiceType in manifest; request associated runtime permissions; use appropriate type per service purpose,android:foregroundServiceType='location|camera' with FOREGROUND_SERVICE_LOCATION permission; type matches actual service work,No foregroundServiceType declared; app crashes on Android 14; or uses dataSync for location tracking,M1 - Improper Platform Usage,https://developer.android.com/about/versions/14/changes/fgs-types-required
Platform,Android 14 Runtime Receiver Export,Android,Medium,android 14 runtime receiver RECEIVER_EXPORTED RECEIVER_NOT_EXPORTED registerReceiver context broadcast,Android 14 requires explicit export flag for dynamically registered BroadcastReceivers; missing flag causes SecurityException,Pass RECEIVER_NOT_EXPORTED for internal receivers; RECEIVER_EXPORTED only when other apps must send broadcasts; always validate sender,context.registerReceiver(receiver filter Context.RECEIVER_NOT_EXPORTED) // internal only,context.registerReceiver(receiver filter) // no flag; SecurityException on Android 14; or defaults to exported,M1 - Improper Platform Usage,https://developer.android.com/about/versions/14/behavior-changes-14
Privacy,Android 14 Partial Photo Access,Android,Medium,android 14 partial photo access READ_MEDIA_VISUAL_USER_SELECTED photo picker granular permission media,Android 14 allows users to grant access to selected photos only; apps assuming full access break when user selects partial,Handle READ_MEDIA_VISUAL_USER_SELECTED permission; re-request access when needed; prefer Photo Picker; graceful partial access UI,Check READ_MEDIA_VISUAL_USER_SELECTED; show re-request UI; ActivityResultContracts.PickVisualMedia() preferred,Assume READ_MEDIA_IMAGES grants full access; app shows empty gallery when user selected partial access,M6 - Privacy Violation,https://developer.android.com/about/versions/14/changes/partial-photo-video-access
Code,SafetyNet to Play Integrity Migration,Android,Critical,safetynet play integrity api migration attestation device verdict app integrity deprecated google standard classic,SafetyNet Attestation API deprecated and being shut down; apps still using SafetyNet will lose integrity verification,Migrate to Play Integrity API; use Standard requests for frequent checks Classic for high-value; validate tokens server-side; tiered enforcement,IntegrityManagerFactory.create(context); IntegrityTokenRequest.builder().setNonce(serverNonce); sendTokenToServer(token) // validate server-side,SafetyNet.getClient(context).attest(nonce apiKey) // deprecated; will stop working; client-side validation,M1 - Improper Platform Usage,https://developer.android.com/google/play/integrity/overview
Authentication,Credential Manager Conditional UI,Android,High,credential manager conditional ui hybrid passkey password federated bottom sheet getCredential createCredential flow,Poor Credential Manager implementation leads to confusing UX missed passkey adoption or fallback to insecure methods,Implement conditional GetCredentialRequest for inline suggestions; support hybrid cross-device passkey; prioritize passkey over password,GetCredentialRequest(listOf(GetPasskeyOption(challenge) GetPasswordOption() GetGoogleIdOption(clientId))); unified bottom sheet,Custom password-only login; separate Google button; no passkey support; no cross-device auth; manual credential storage,M4 - Insecure Authentication,https://developer.android.com/identity/sign-in/credential-manager
Authentication,Android Protected Confirmation API,Android,High,android protected confirmation api transaction signing hardware TEE payment confirmation ConfirmationPrompt,Sensitive transactions confirmed through standard UI dialogs that malware can manipulate or auto-dismiss,Use ConfirmationPrompt with hardware TEE; generate signing keys with setUserConfirmationRequired; verify signed CBOR server-side,ConfirmationPrompt.Builder(context).setPromptText('Send $500?').setExtraData(nonce).build().presentPrompt(executor callback),AlertDialog.Builder(context).setMessage('Confirm?').setPositiveButton('OK') { sendPayment() } // spoofable by overlay,M4 - Insecure Authentication,https://developer.android.com/privacy-and-security/security-android-protected-confirmation
